,accuracy,algorithm,average_precision_score,dataset_path,f1_score,features,outlier_percentage,params,precision,samples,time_taken
0,0.9683213585891575,DBSCAN,0.03167864141084259,datasets/csv/musk.csv,0.0,167,96.83213585891575,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,3062,0.03506731986999512
1,0.9444444444444444,DBSCAN,0.05555555555555555,datasets/csv/wbc.csv,0.0,31,94.44444444444444,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,378,0.24003338813781738
2,0.9877649491642254,DBSCAN,0.0122350508357746,datasets/csv/satimage-2.csv,0.0,37,98.77649491642254,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,5803,0.0857229232788086
3,0.9579439252336449,DBSCAN,0.04205607476635514,datasets/csv/glass.csv,0.0,10,95.7943925233645,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,214,0.04430103302001953
4,0.9656593406593407,DBSCAN,0.034340659340659344,datasets/csv/vowels.csv,0.0,13,96.56593406593407,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,1456,0.14907050132751465
5,0.9038776624795194,DBSCAN,0.0961223375204806,datasets/csv/cardio.csv,0.0,22,90.38776624795194,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,1831,0.05003166198730469
6,0.9079310798369065,DBSCAN,0.09206892016309351,datasets/csv/mnist.csv,0.0,101,90.79310798369065,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,7603,0.07003188133239746
7,0.6410256410256411,DBSCAN,0.358974358974359,datasets/csv/ionosphere.csv,0.0,34,64.1025641025641,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,351,0.1332690715789795
8,0.9996847282357392,DBSCAN,0.0003152717642607928,datasets/csv/smtp.csv,0.0,4,99.96847282357392,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,95156,0.5209147930145264
9,0.9224806201550387,DBSCAN,0.07751937984496124,datasets/csv/wine.csv,0.0,14,92.24806201550388,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,129,0.0380101203918457
10,0.6500732064421669,DBSCAN,0.34992679355783307,datasets/csv/breastw.csv,0.0,10,65.00732064421669,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,683,0.11503863334655762
11,0.875,DBSCAN,0.125,datasets/csv/vertebral.csv,0.0,7,87.5,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,240,0.09559059143066406
12,0.9767504247518555,DBSCAN,0.023249575248144506,datasets/csv/mammography.csv,0.0,7,97.67504247518555,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,11183,0.08762598037719727
13,0.9961039510271402,DBSCAN,0.003896048972859816,datasets/csv/http.csv,0.0,4,99.61039510271402,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,567498,1.307908535003662
14,0.9594594594594594,DBSCAN,0.04054054054054054,datasets/csv/lympho.csv,0.0,19,95.94594594594594,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,148,0.2146310806274414
15,0.977292576419214,DBSCAN,0.022707423580786028,datasets/csv/pendigits.csv,0.0,17,97.7292576419214,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,6870,0.15163874626159668
16,0.9712423312883436,DBSCAN,0.028757668711656442,datasets/csv/optdigits.csv,0.0,65,97.12423312883436,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,5216,0.02839207649230957
17,0.9375,DBSCAN,0.0625,datasets/csv/letter.csv,0.0,33,93.75,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,1600,0.04467272758483887
18,0.6510416666666666,DBSCAN,0.3489583333333333,datasets/csv/pima.csv,0.0,9,65.10416666666666,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,768,0.012522459030151367
19,0.8539823008849557,DBSCAN,0.14601769911504425,datasets/csv/arrhythmia.csv,0.0,275,85.39823008849558,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,452,0.1254262924194336
20,0.9903967166349703,DBSCAN,0.009603283365029646,datasets/csv/cover.csv,0.0,11,99.03967166349703,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,286048,0.6033241748809814
21,0.9834508952794357,DBSCAN,0.016549104720564298,datasets/csv/speech.csv,0.0,401,98.34508952794357,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,3686,0.06229352951049805
22,0.9258333333333333,DBSCAN,0.07416666666666667,datasets/csv/annthyroid.csv,0.0,7,92.58333333333333,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,7200,0.09171700477600098
23,0.9284885023524859,DBSCAN,0.0715114976475141,datasets/csv/shuttle.csv,0.0,10,92.84885023524859,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,49097,0.3300938606262207
24,1.0,DBSCAN,,datasets/csv/ecoli.csv,0.0,8,100.0,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,336,0.12123322486877441
25,0.6836052836052836,DBSCAN,0.3163947163947164,datasets/csv/satellite.csv,0.0,37,68.36052836052836,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,6435,0.0652461051940918
26,0.9753446447507953,DBSCAN,0.024655355249204668,datasets/csv/thyroid.csv,0.0,7,97.53446447507953,"{'eps': 0.6, 'min_samples': 8, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,3772,0.07789254188537598
