,accuracy,algorithm,average_precision_score,dataset_path,f1_score,features,outlier_percentage,params,precision,samples,time_taken
0,0.9683213585891575,DBSCAN,0.03167864141084259,datasets/csv/musk.csv,0.0,167,96.83213585891575,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,3062,0.08972382545471191
1,0.9444444444444444,DBSCAN,0.05555555555555555,datasets/csv/wbc.csv,0.0,31,94.44444444444444,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,378,0.0491485595703125
2,0.9877649491642254,DBSCAN,0.0122350508357746,datasets/csv/satimage-2.csv,0.0,37,98.77649491642254,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,5803,0.16773700714111328
3,0.9579439252336449,DBSCAN,0.04205607476635514,datasets/csv/glass.csv,0.0,10,95.7943925233645,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,214,0.019890308380126953
4,0.9656593406593407,DBSCAN,0.034340659340659344,datasets/csv/vowels.csv,0.0,13,96.56593406593407,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,1456,0.07041382789611816
5,0.9038776624795194,DBSCAN,0.0961223375204806,datasets/csv/cardio.csv,0.0,22,90.38776624795194,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,1831,0.028172731399536133
6,0.9079310798369065,DBSCAN,0.09206892016309351,datasets/csv/mnist.csv,0.0,101,90.79310798369065,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,7603,0.13268351554870605
7,0.6410256410256411,DBSCAN,0.358974358974359,datasets/csv/ionosphere.csv,0.0,34,64.1025641025641,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,351,0.029916048049926758
8,0.9996847282357392,DBSCAN,0.0003152717642607928,datasets/csv/smtp.csv,0.0,4,99.96847282357392,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,95156,0.4932441711425781
9,0.9224806201550387,DBSCAN,0.07751937984496124,datasets/csv/wine.csv,0.0,14,92.24806201550388,"{'eps': 0.5, 'min_samples': 5, 'n_jobs': 3, 'algorithm': 'ball_tree', 'metric': 'haversine'}",0.0,129,0.027229785919189453
